origin,destination,distance
100121309454,OX119QB,109.23827168167757
10014025933,OX135LW,318.9435686763412
10093197639,OX136FZ,24.550853345665097
10093197194,OX116FY,19.728000405507046
10014068125,OX129FQ,37.16180835212409
100121312822,OX143JF,18.027756377319946
10095811804,OX127GF,178.356297898308
100120921258,OX1 5AS,39.698866482558415
10014021587,OX127AN,83.6301381082203
10090583085,SN6 8DL,29.54153855168333
200002492579,OX141UQ,0
10014068680,SN6 8SG,32.64965543462902
10014081955,SN7 7FY,44.318925979759314
100120935062,OX2 9NL,69.85699678629192
10014082497,OX129PG,43.56604182158393
10095811580,OX141XE,404.14555422519203
10014081602,SN7 7FR,44.21273345994584
100120908877,OX142AE,27.16615541441225
100120907474,OX145NZ,0
10014022800,OX143GD,67.54257916307313
10090579670,OX2 9GQ,15.413348111292525
100120898990,OX135DD,69.65629906907199
10093197140,OX116FJ,17.043755454709466
100121391246,OX143JF,11.180339887498949
10093197109,OX116FX,16.49388977772834
10094278900,OX120FZ,17.397232538540766
100120935837,OX129JN,22.02271554554524
10093200328,OX135NJ,0.13601470508564262
100120908297,OX141PL,56.09862119515824
10094279750,OX135HY,1508.0997977587558
10094278823,OX120PU,38.27531841800928
100120907084,OX145PQ,45.5411901469428
10090580012,OX119HS,74.50659568118752
10014024272,OX136AG,54.120236510939236
10014021518,OX2 9PW,59.16924876994806
100120908872,OX142AE,36.84975169523476
100120906332,OX143XX,37.16180835212409
10095810804,OX142JJ,198.2158116801014
10094278790,SN6 8FT,55.982394553994986
100120908130,OX142RP,13.92838827718412
10024895061,SN7 8PB,345.184590762703
10014023157,OX110TA,84.90583018850944
100120918787,OX2 9TH,81.8413098624405
100120903904,OX141YL,112.69871339105873
10014079370,OX110FA,254.2852728728111
10024882747,OX110PW,217.12910560307893
100120901385,OX141HG,8.148625650983716
10014083605,SN7 8PY,185.1423195814721
100120923901,SN6 8JG,15.620499351813308
100120906816,OX142QG,29.614185789921695
10094281644,OX127GR,0.8508818954564726
10014030235,OX129LJ,25.079872407968907
200002889897,OX128JR,47.57209371048802
100120929614,OX129EX,39.84971769034255
100120929946,OX129BH,46.69047011971501
10095810017,OX141ZD,22.21477211226587
10094281736,OX2 9DF,44.77658763238941
10093196888,OX119FL,26.54854044952679
100121310412,OX127JJ,33.37663853655727
100121313973,OX2 9RD,40.792156108742276
100120930287,OX127EQ,51.478150704935004
10093196114,OX136FR,25.649571146526153
10094278659,OX120FU,5.0208565006484775
100120919174,OX2 9DB,29.120439557122072
100120924895,SN6 8ED,13.601470508735444
100120927847,OX129XN,96.25487000666512
10014020739,OX119QA,0
100120927435,OX129QN,44.598206241955516
100120931466,OX135HW,371.076811455526
10014030404,OX2 9EW,0
200001868180,OX143RQ,0
100120926814,OX129NR,41.72529209005013
100120923620,OX2 9BE,50.566787519082126
10090580261,OX144RQ,15.033296378372908
100120921139,OX2 9EQ,0
10014069681,OX143AB,100.72239075796404
100120916502,SN7 8LG,7.280109889280518
100121311399,OX135EY,26.476404589747453
10090579246,OX110UF,12.898015351210457
10014068373,SN7 8FA,30.14962686336267
100120911657,OX142NF,52.43090691567332
100120901744,OX143YD,77.4919350642375
100120929647,OX129EY,70.8800112866883
100120928910,OX127HB,0
10014024290,OX2 9NU,30.675723300355934
10090582567,OX120FH,29.292130342440206
10025228487,OX135PT,215.88547542620958
100120913266,OX143XR,7.810249675906654
100120936131,OX120DY,40.792156108742276
10014021489,SN6 8TQ,101.27191120937731
10093198794,OX116HA,42.94594858655372
100120903291,OX142ES,9.055385138137417
100120913165,OX144DH,47.38143096192854
10014024698,OX136SA,58.309518948453004
10014029182,SN6 8NX,106.92053123698928
100120903394,OX141QL,66.53385303738825
100120916017,SN7 8HW,124.67958934805648
100120923164,OX2 9PD,31.78049716414141
100120911466,OX143SJ,54.120236510939236
10014030446,OX143PN,52.14086401277215
10093195409,OX116EQ,60.80657941373912
10014081322,OX128DS,39.09828257098317
100120931512,OX144NX,39.6232255123179
10093199013,OX110FP,49.3513059604469
100120929659,OX127PR,11.045361017187261
100120927095,OX127DQ,61.1310068623117
10014078647,OX110EH,43.829214001622255
10014027390,OX141DR,0
100120913969,OX142JJ,10.767989598799208
100120909701,OX143TJ,46.647615158762406
10094277858,OX136GR,94.85886621714329
10095809927,SN7 7NH,178.3171649056749
100120914233,OX141YH,61.40032573203501
10014083098,OX144SA,56.293871780150276
100120922410,OX1 5QJ,32.984845004941285
10025285745,OX120QY,812.7985701882069
100120924535,SN6 8BA,41.88078318274385
10094279778,OX2 9LP,26.928663167712372
100120910050,OX142AT,20.615528128088304
10090579950,OX144JD,36.49657518178932
100120905364,OX145PW,32
100120917601,SN7 7UL,18.027756377319946
10014023939,OX110ET,77.4919350642375
10014068634,OX144SA,140.60173896507752
100120898957,OX144LN,0
100120918481,SN7 7JH,33.83784863137726
10094277854,OX136GR,75.3308018011023
10014069374,OX120FF,51.088159097779204
100120902859,OX145PN,22.02271554554524
100120917724,SN7 7BD,16.057337886462584
10014025433,OX1 5JE,235.47611343828487
10014027277,OX144UA,32.802438933713454
10014022194,SN6 8EW,30.23243291566195
100120918215,SN7 7YQ,30.23243291566195
10093200050,OX135GY,58.175075418942086
10093197317,OX116GA,0.317804971650755
100121314620,SN7 7BU,49.64876634922564
100120927569,OX120DR,15.620499351813308
100120912942,OX142QE,8.602325267042627
100120934036,OX110HD,26.1725046566048
100120908577,OX135QH,0
10014028594,OX143RH,12.041594578792296
100120899502,OX144DA,76.79192665899195
100120901599,OX142RS,46.51881339845203
100120909402,OX145NR,32.802438933713454
10093196294,SN6 8FB,18.509016721572138
10014026894,SN7 7AA,6
10090580436,OX2 9FQ,12.674987179475895
10024918669,OX2 9JG,115.40219278679028
100120911329,OX135LP,67.23094525588644
100120924369,SN6 8TL,55.569775957799216
100120920033,OX2 9DW,36.22154055254967
10090583019,SN6 8DH,56.36000354860195
100120923974,SN6 8BN,84.75848040166836
10093195956,OX116FE,27.772165921990187
10024901129,OX110SF,59.536060501182554
100120923474,OX1 5NH,75.1065909225016
100120920666,OX2 9HE,58.52349955359813
10014021726,OX136FA,36.71511950137164
10094277290,SN7 8FP,31.027718253178367
10095810009,OX2 0JB,57.0701322935211
100120924799,SN6 8DU,35.05709628591621
100120904066,OX144LS,29.410882339705484
10014023573,OX120ET,172.8380745090618
100120904037,OX144BW,46.04345773288535
100120911760,OX136AU,43.18564576337837
100120916365,SN7 7GB,10.44030650891055
100120919280,OX2 9ED,63.81222453417527
10090581450,OX2 9RN,21.843600893624604
100120903206,OX143RT,34.132096331752024
10024978174,OX1 5NY,40.04508084645556
100121312305,OX141TA,0.23409399822105634
100120936539,OX120JF,5.0990195135927845
10015307039,OX142DR,46.49325219855283
100120929538,OX128EY,91.706052144883
10014022286,OX129AT,25.612496949731394
100120929789,OX129WS,61.26989472816156
10090578737,OX129WF,51.061179970681565
100120905040,OX136PL,68.26419266350405
10090581927,OX110FB,39.30202157651487
100120919687,OX2 9JA,16.278820596099706
10094280517,OX1 5PE,77.83740232049074
100120926383,OX129YA,16.1245154965971
100120918931,OX1 5LT,25.942243542145693
100120910632,OX143TX,19.235384061671343
100120925634,OX120ND,21.37755832643195
100120913477,OX142NG,56.32051136131489
100120933383,OX110DP,24.041630560342615
100120912414,OX136RR,18.601075237738275
10014072765,OX135AP,30.886890422961002
100120930142,OX120HY,20.518284528683193
100120913042,OX136HH,14.142135623730951
100120914873,OX110EJ,29.206163733020468
10090581807,OX2 9GQ,25.398812964413953
100120902003,OX143UY,0
10094279907,OX2 9LP,12.210327595943813
10014071147,SN6 8RQ,92.09777413162601
100120921002,OX2 9EW,40.792156108742276
10094279507,OX120GQ,23.60959550692415
100120911554,OX144JX,24.515301344262525
10094279901,OX2 9LS,16.100450304263966
10094278095,OX136RJ,130.23712297188504
10090579348,OX110UB,28.783712408243133
100120935169,OX1 5DQ,75.07329751649384
100120910089,OX142PA,45.31004303683677
100121313498,OX145SL,21.37755832643195
10014070889,OX129FA,29.68164415931166
10090578767,OX144RY,1.855936421296191
100120897866,OX145NW,39.824615503479755
100121391134,SN7 7JP,38.47076812334269
10015817264,OX110GG,284.6933664488853
10095811867,OX127GS,233.96129701299185
10095809790,SN7 7ED,161.38169072109494
10093197525,OX2 9BA,85.68192633220542
100120917409,SN7 7DP,22.02271554554524
100120902833,OX143AF,60.00833275470999
100120904177,OX135BD,23.194827009486403
100121311962,OX136PD,36.069377593742864
100120922724,OX1 5AZ,55.44366510251645
100120912992,OX143HT,5
100120910867,OX144AY,57.0087712549569
100120907732,OX141NJ,37.36308338453881
10014079953,OX141JF,35.85662839697267
10014071671,OX141XA,129.9730741346068
10090580869,OX141JA,21.862079041134074
10094278165,OX136GL,33.861170977970744
100120928201,OX120BU,36.6742416417845
10090581026,OX135FL,86.2506915914226
10094278856,OX120FW,56.34267476790122
100120911902,OX142HY,28.071337695236398
100120926389,OX129YA,69.40479666421336
100120930088,OX120LD,32.01562118716424
100120898723,OX145QE,39.05124837953327
100120898465,OX141XQ,11.704699910719626
10014023155,OX135LF,42.15447781671598
100120920871,OX1 5PB,95.69221493935649
100120934637,SN7 7AH,62.177166226839255
10095811344,OX129PG,32.706598722605925
100120928386,OX129EA,63.387695966961914
100120908867,OX142AF,22.095051482182146
100120929688,OX127NP,32.2490309931942
10014071383,OX120JX,7.280109889280518
100120901201,OX143UW,53.33854141237835
100120926616,OX129SD,44.721359549995796
10095811014,OX120GZ,50.99787152419321
10015351572,OX110DF,340.03476425212637
100120921892,OX2 9NY,88.32326986700618
10094279465,OX144BU,27.661091807815794
100121311125,OX129QH,123.3288287465668
100120935272,OX1 5BS,130.96946208945045
100121313596,OX145ET,0
100120908546,OX145DR,34.23448553724738
10094280388,OX127GS,97.0600066969017
100120926079,OX120QJ,39.824615503479755
10093198316,OX136GF,0.28460498941331347
10024894938,SN6 8NL,330.2105075553869
100120916341,SN7 7AH,44.181444068749045
100120923502,OX2 9AH,91.60785992479029
10090582166,OX2 9FU,12.377079623220895
100121313614,OX145ET,0
10094280238,OX127FU,0.4465422712314637
100120919040,OX1 5NA,81.74350127074322
100120910264,OX144EH,29.068883707497267
10093197638,OX136FZ,35.9187652906052
100120922736,OX2 9AF,48.27007354458868
100120906188,OX135DQ,39.45883931389772
100120930305,OX120DA,47.75981574503821
100120919876,OX2 9HD,21.587033144922902
10093197910,OX144GN,42.23541878564817
10093196506,SN7 7TN,0.16643316978079492
100120898839,OX136DW,69.07181552559456
100120918524,SN7 7EX,44.04543109109048
10094278963,OX120FZ,29.30503199110314
100120903828,OX136AQ,47.01063709417264
100120904950,OX136DB,38.28837943815329
100121312872,OX143SN,130.24976007655445
10093200035,OX135GP,26.41596676255422
100121390965,SN7 7AJ,0
10014068788,OX144EF,22.360679774997898
100120922287,OX2 9LB,57.201398584300364
100121313679,OX145DS,10.926229907882751
100120907775,OX141DT,3.091811766574928
10014027326,OX127AU,34.40930106817051
100120937199,OX128HB,0
100120900760,OX136HQ,16.76305461424021
100120925437,OX120NE,7.280109889280518
10025707758,OX143XB,50.92128238762517
100120902368,OX143AN,52.23983154643591
10014078588,OX110RU,7.615773105863909
100120908035,OX142RJ,33.95585369269929
100120900744,OX136HE,17.26267650163207
100120931102,OX120NG,47.01063709417264
100120928023,OX128DY,0
10090579780,OX135FY,0.4763402145416332
100120905773,OX141XY,34.655446902326915
10014082540,SN7 8AW,10.033244739362013
100121313337,OX144XB,29.732137494637012
100120926606,OX127ER,31.400636936215164
100120924275,SN6 8AW,13.92838827718412
10014082342,SN6 8JF,153.2351134694656
10093196387,OX143JU,5.758784594002118
100120898390,OX145LQ,32.01562118716424
100120909241,OX142BB,75.82216034906945
100120910716,OX141QR,52.054065163067705
10014081759,OX110QG,5.0990195135927845
100120924375,SN6 8TL,47.01063709417264
10014082257,OX129RG,44.56554723102077
10014069622,SN7 8QH,62.68173577685928
100120935233,OX2 9AX,118.46096403457132
100120912147,OX145RB,0
10094278106,OX136GP,40.095578309815096
10093199063,SN7 8FJ,32.91483859902785
10014070664,SN6 8JH,423.2753241094973
10093196120,OX136FR,10.563413274127054
10094281741,SN7 7HP,7.810249675906654
10014025672,OX145HZ,23.769728648009426
100120898443,OX141XG,27.459060435491963
100120928241,OX129JE,0
100120908799,OX142AR,57.56735185849702
10015790655,OX110DE,168.06158900831562
10014083793,SN6 8BX,47.75981574503821
100121314349,SN7 7TQ,9.433981132056603
10014081993,SN7 7FZ,52.05444841700328
100120926634,OX127NF,42.20189569201838
100120933261,OX119QQ,41.34750899389932
10093197257,OX116FX,42.5001011763601
10015819215,OX110FA,190.42128715036677
10014029012,OX2 9JT,21.93171219946131
100120922975,OX1 5PN,17.11724276862369
100120900266,OX135BD,68.01470429252781
10094277686,OX128GN,38.252708400854694
100120900149,OX144AN,41.10960958218893
100120934700,SN7 8SW,29.068883707497267
10025232356,OX110LX,85.7173494690641
100121313483,OX145AU,32.64965543462902
100120931253,OX144NG,24.08318915758459
10014029532,OX128RA,0
100120911290,OX143AQ,41.43669871020132
100120907954,OX142PZ,30.01666203960727
10090579761,OX2 9GR,14.235483834419362
100120915790,SN7 7JG,38.06302667945892
10093200162,OX135GS,34.3707215519112
100121312398,OX142JU,75.28612089887484
100120904708,OX144AX,53.75872022286245
10090582599,OX129GJ,46.18745392416898
100120924616,SN6 8TB,39.45883931389772
100120905930,OX135DD,30.066592756745816
10095811871,OX127GS,235.31402444393018
10014083118,OX144SD,128.87590930814028
100120909576,OX143PN,32.31098884280702
100120921080,OX2 9QL,183.53473785635242
10090578618,OX143HE,0.7874642849015628
10094280414,OX129FE,35.95879447366281
100120903741,OX143SS,63.7808748764079
10014083553,OX144PJ,620.1967429775813
100120915784,SN7 7JG,8.06225774829855
10014025564,OX128PY,23.323807579381203
100120908645,OX145PX,47.265209192385896
100121311224,OX129DL,55.00909015790027
10094281019,OX127GJ,29.197755050676026
100120927141,OX127DA,37.73592452822641
10014029189,OX2 0JB,41.72529209005013
100120910725,OX141QR,68.57376247516531
10093197657,OX136GB,38.50056233357139
10014024365,OX2 9LU,98.2496819333274
10093199841,SN7 7SN,46.157020051139064
10014081867,SN7 7FX,16.702757257397757
10014079766,SN7 8NR,389.6305942813013
10014029709,SN6 8RH,24.351591323771842
100120917337,SN7 7UJ,46.32493928760188
10014083202,OX135DW,0.5220153254343769
100120930520,OX129XT,53.74011537017761
100120921715,OX2 9BH,68.24954212300622
100120919707,OX2 9PR,136.0036764208968
100120907433,OX145NS,64.63745044476924
10014083261,OX119PX,57.584720195551874
100120922084,OX1 5RT,86.53323061113575
100120915751,SN7 7JF,30.083217912982647
100121312430,OX142JT,53.75872022286245
100120927811,OX129AG,51.92301994298868
100120902441,OX136PL,65.14598989960932
100120921051,OX2 9TL,21.213203435596427
100120918384,SN7 8HZ,23.118496923453996
100120908730,OX145ND,11.180339887498949
10014027986,OX128RA,75.12706103664227
100120914346,OX135NG,33.06055050963308
100120899964,OX143TQ,5
10024886693,SN7 8DF,283.36398253836194
100121311290,OX129YX,30.463092423455635
100121311738,OX136QT,113.00442469213318
100120913667,OX136BS,36.831824554324285
100120910325,OX141PF,51.968545294224604
100120918605,SN7 7SL,47.50789408087881
100120923227,OX2 9QS,45.17742799230607
100120898970,OX145HE,69.26037828369117
100120903350,OX141XS,29.64183698762308
10095810603,OX142JJ,224.6126935415576
10014071623,OX144AS,60.83584469702052
10090582001,OX120JR,48.88063011053056
100120905564,OX143TB,67.08203932499369
10090579402,OX110UB,63.1652895188235
10090580356,OX128FX,30.3654968673096
10014027654,OX135LD,42.20189569201838
100120905242,OX143GH,37.12142238654117
100120905802,OX136EN,76.4198926981712
100121311214,OX129XQ,28.071337695236398
10090579227,OX110UE,13.90051078197993
100120930139,OX120HY,7.0710678118654755
100120920122,OX1 5LH,39.81205847478876
100120933682,OX119JN,30.4138126514911
100120899885,OX145EZ,34.713109915419565
100120913220,OX141DQ,16.278820596099706
10014070134,OX145UA,11.661903789690601
100120924953,SN6 8DT,72.00694410957877
100120911684,OX142NF,18.439088914585774
10093197611,OX135FX,27.232921253526868
100120909404,OX141XF,48.25971404805462
10090581277,OX129SU,30.77624570995217
10025646074,OX144SA,167.32066519114062
10024899149,OX128JU,88.67151628341126
100120931943,OX135HT,0
100120920281,OX2 9AE,39.87532821182326
100120911381,OX142HA,67.67569726275453
100120923140,OX2 9AL,0
100120923268,OX2 9DA,0
10014083316,OX144JH,10.806405507861712
100121310204,OX120LL,18.027756377319946
100120914267,OX141YJ,45.221676218380054
100121314517,SN7 7SS,32.55764119219941
100121310431,OX127JN,5
100120911695,OX142NF,32.64965543462902
100120920922,OX1 5PE,60.53924347066124
100120909325,OX145NA,84.02380615040002
100120916978,SN7 8HT,66.21933252457322
100120928115,OX127NE,39
10090581261,OX129WF,25.532101362808387
100120902613,OX141HF,12.939756566483279
10014068561,OX1 5AL,39.84971769034255
10014069531,SN7 7LR,53.33854141237835
10093195683,OX129QS,28.626520920300234
10014078113,SN7 7SZ,16.278820596099706
10093198461,OX144RN,90.21747280875594
10094281432,OX120GT,31.05497705684024
10014071677,OX135FB,56.586217403180434
100120920589,OX2 9SW,21.02379604162864
10093198814,OX110FR,74.14849964766651
10094279532,OX120GL,36.701185266953786
10014024499,OX127JY,43.41658669218482
