origin,destination,distance
100120900720,OX142DF,37.93
100120900792,OX144HN,27.3
100120900800,OX145QQ,23.09
100120900865,OX145QB,0
100120900909,OX145NQ,49.51
100120900986,OX144FN,56.11
100120901111,OX141XH,41.47
100120901144,OX143TT,30.01
100120901199,OX143UW,54.58
100120901278,OX143QG,40.32
100120901294,OX143TR,42.07
100120901317,OX143TP,15.24
100120901401,OX136HB,8.07
100120901462,OX136HL,49.06
100120901527,OX135BY,24.52
100120901580,OX145JF,32.29
100120901603,OX142RS,24.05
100120901643,OX136PJ,43.7
100120901699,OX141LH,12.17
100120901713,OX143YD,48.03
100120901722,OX143YJ,60.9
100120901732,OX143YD,90.17
100120901800,OX135JH,0
100120901820,OX135JJ,22.21
100120901867,OX141DL,6.74
100120901871,OX141DL,0.47
100120901997,OX136LT,48.03
100120902168,OX141PS,42.22
100120902188,OX141LT,83.38
100120902219,OX141NE,16.72
100120902245,OX141ND,70.47
100120902261,OX141NB,30.36
100120902267,OX141NB,6.51
100120902482,OX136TE,25.33
100120902528,OX136TF,20.03
100120902546,OX141LE,34.72
100120902551,OX141JT,31.07
100120902564,OX141JT,41.01
100120902580,OX141JT,65.61
100120902609,OX141HF,28.54
100120902636,OX144LT,33.55
100120902689,OX141YW,33.25
100120902691,OX141YN,28.66
100120902699,OX141YN,8
100120902779,OX143BH,84.08
100120902781,OX143BH,85.36
100120902860,OX145PN,46.83
100120902862,OX145PN,48.78
100120902927,OX141YA,39.84
100120902973,OX144AZ,48.12
100120903028,OX145JJ,79.42
100120903046,OX145TT,52.19
100120903156,OX143XY,49.84
100120903157,OX143XY,44.79
100120903181,OX143RS,0
100120903207,OX143RU,55.92
100120903265,OX142ER,66.39
100120903347,OX141XT,45.74
100120903354,OX141XS,58.38
100120903413,OX142PY,43.84
100120903435,OX143SY,23.2
100120903499,OX143BL,23.09
100120903517,OX143SW,40.82
100120903618,OX143XP,52.34
100120903674,OX143YH,20.03
100120903676,OX143YH,15.04
100120903761,OX143TA,23.35
100120903791,OX142RW,74.09
100120903801,OX143TF,47.72
100120903808,OX143TE,65.03
100120903876,OX141YL,63.62
100120903920,OX141YL,59.84
100120903966,OX141SF,64.05
100120904012,OX144BN,101.53
100120904038,OX144BW,97.16
100120904104,OX136LD,36.69
100120904111,OX136LB,63.41
100120904247,OX144EX,28.29
100120904276,OX144EX,70.48
100120904295,OX142NJ,39.83
100120904337,OX142AN,20.82
100120904362,OX142AW,55.06
100120904373,OX142AW,43.2
100120904381,OX144HU,60.55
100120904392,OX142QP,28.65
100120904429,OX145RN,12
100120904435,OX145RN,23.03
100120904517,OX144JL,54.22
100120904522,OX144LU,111.1
100120904530,OX144JW,15.14
100120904533,OX144JW,22.43
100120904659,OX144AP,39.65
100120904809,OX141ND,26.58
100120904817,OX141ND,60.85
100120904822,OX143UX,39.33
100120904861,OX145LS,21.01
100120904873,OX145LR,37.21
100120904994,OX136BX,0
100120905005,OX142LU,57.16
100120905064,OX136PS,34.49
100120905139,OX141NQ,52.36
100120905143,OX141TA,45.82
100120905147,OX141NH,50.02
100120905157,OX141NH,0.46
100120905167,OX141NJ,72.6
100120905244,OX143GH,37.13
100120905333,OX143GB,50.03
100120905359,OX145PW,32.01
100120905411,OX145HP,50.55
100120905439,OX145HN,12.65
100120905453,OX145HW,63.08
100120905454,OX145HH,87.85
100120905479,OX143UU,32.77
100120905500,OX143UX,34.49
100120905646,OX136QA,63.17
100120905725,OX141XZ,58.16
100120905727,OX141XZ,40.21
100120905738,OX141XZ,57.4
100120905779,OX141XZ,51.76
100120905836,OX136DF,45.9
100120905879,OX145NA,33.31
100120905912,OX141YD,30.16
100120905962,OX141BW,26.31
100120906036,OX141BJ,33.54
100120906050,OX136DY,52.17
100120906088,OX136DZ,53.5
100120906163,OX135DG,57.51
100120906164,OX135DG,0.28
100120906243,OX143UT,0
100120906245,OX143UT,17.89
100120906312,OX141EQ,45.29
100120906322,OX143TW,33
100120906403,OX142RR,30.54
100120906606,OX145PQ,24.09
100120906762,OX141QJ,42.78
100120906798,OX145QN,47.43
100120906823,OX142QQ,0
100120906846,OX144JG,46.6
100120906884,OX144JG,64.09
100120906931,OX145PZ,32.57
100120906960,OX135LW,91.82
100120906987,OX144JD,28.08
100120907001,OX145EF,21.85
100120907116,OX136DF,73.81
100120907224,OX142PQ,6.71
100120907279,OX145DX,32.54
100120907339,OX145PR,38.3
100120907394,OX144XA,26.69
100120907483,OX145NZ,40.33
100120907505,OX145XA,0
100120907603,OX144BP,74.17
100120907611,OX144DE,112.68
100120907674,OX143XS,36.07
100120907708,OX141NJ,30.88
100120907748,OX136PY,0
100120907916,OX143AE,35.37
100120907921,OX143AP,23.03
100120907939,OX144LP,18.12
100120907940,OX144LP,0
100120907971,OX142HQ,17.01
100120908051,OX142NG,46.83
100120908064,OX142RN,45.19
100120908150,OX142RP,20.89
100120908243,OX136NG,12.17
100120908280,OX136AH,46.66
100120908306,OX141PJ,41.4
100120908385,OX135AD,68.03
100120908539,OX145DL,53.78
100120908558,OX145DR,0
100120908624,OX136PR,26.92
100120908667,OX145PX,82.25
100120908761,OX142ED,15.59
100120908802,OX142AQ,66.24
100120908859,OX142AF,15.63
100120909025,OX141DG,0
100120909124,OX141LW,39
100120909160,OX142LZ,36.36
100120909200,OX144EL,69.15
100120909335,OX145NG,23.78
100120909352,OX145NQ,41.25
100120909402,OX145NR,32.81
100120909434,OX136RY,63.15
100120909436,OX136RY,46.06
100120909503,OX136QY,64.43
100120909580,OX143PR,65.41
100120909592,OX143RS,41.41
100120909663,OX142PF,21.85
100120909686,OX143TH,14.22
100120909787,OX135DH,36.28
100120909891,OX145LW,54.15
100120909904,OX143XT,32.03
100120909958,OX136LZ,45.06
100120910025,OX141XX,68.62
100120910028,OX141XX,55.75
100120910059,OX142AT,40.32
100120910086,OX142PA,6.5
100120910120,OX142PD,58.71
100120910124,OX142PA,41.54
100120910136,OX142PU,33.63
100120910203,OX145QE,9.22
100120910212,OX145QE,44.3
100120910231,OX136AZ,44.57
100120910285,OX141PE,28.24
100120910291,OX141PE,0
100120910310,OX141PE,78.54
100120910343,OX143AW,48.07
100120910362,OX143AL,12
100120910407,OX143GZ,33.15
100120910532,OX143NA,47.4
100120910543,OX143NL,10.77
100120910567,OX143GH,62.19
100120910643,OX143TX,26.93
100120910768,OX141QY,35.66
100120910770,OX141QY,37.92
100120910828,OX141QT,47.47
100120910840,OX141QT,49.61
100120910846,OX141QT,46.42
100120910879,OX144AY,25.5
100120910899,OX141BP,8.08
100120910907,OX141YE,31.25
100120910973,OX136HP,25.31
100120911024,OX143AS,13.6
100120911178,OX141JF,44.5
100120911183,OX145RQ,24.03
100120911310,OX143AH,50.47
100120911519,OX141SN,26.03
100120911629,OX144LB,108.34
100120911636,OX136RN,63.93
100120911656,OX142NF,57.47
100120911746,OX136AU,51.62
100120911771,OX135HU,45.06
100120911803,OX145QH,38.34
100120911815,OX143AD,62.41
100120911821,OX143AG,38.85
100120911872,OX143RQ,0
100120911877,OX142JR,58.38
100120911883,OX142JR,0
100120911951,OX136BJ,102.12
100120912035,OX142HD,4.47
100120912060,OX142HD,44.29
100120912099,OX142HF,21.55
100120912237,OX143HZ,8.95
100120912255,OX136SE,9.44
100120912321,OX143YN,86.76
100120912413,OX136RR,22.03
100120912419,OX136RR,20.26
100120912464,OX142DQ,9
100120912744,OX145RD,41.03
100120912769,OX136PZ,44.79
100120912875,OX145LG,41.25
100120912915,OX141JE,8.09
100120913133,OX144DF,85.21
100120913177,OX142AL,26.93
100120913208,OX141DN,35.24
100120913354,OX145QL,48.94
100120913359,OX145QL,45.72
100120913399,OX142HN,58.03
100120913461,OX142NG,53.48
100120913474,OX142RJ,55.58
100120913537,OX142BP,39.42
100120913543,OX142BP,34.14
100120913559,OX142BH,27.3
100120913852,OX144LH,41.61
100120913898,OX144LQ,16.98
100120913919,OX141NZ,34.07
100120913938,OX141PA,19.24
100120913995,OX142NH,56.03
100120914021,OX141JP,25.98
100120914059,OX144EG,44.3
100120914064,OX144EG,23.78
100120914160,OX143SX,53.87
100120914178,OX143QA,38.29
100120914234,OX141YH,50.65
100120914307,OX141JZ,17.47
100120914333,OX141LJ,23.09
100120914347,OX135NG,9.22
100120914377,OX145NT,32.57
100120914407,OX142QZ,5.83
100120914620,OX110RX,61.64
100120914687,OX119PT,37.96
100120914697,OX119PU,50.27
100120914757,OX110RY,35
100120914765,OX110RU,0
100120914833,OX110SX,50.58
100120914839,OX110SX,31.31
100120914899,OX119QN,52.41
100120914945,OX119FL,33.41
100120914952,OX110SU,42.06
100120914955,OX110SU,0
100120914999,OX110HP,49.27
100120915012,OX110HU,34.14
100120915111,OX110PE,44.03
100120915130,OX110PD,0
100120915146,OX110LQ,45.56
100120915150,OX110LQ,27.52
100120915277,OX110FZ,48.85
100120915284,OX110ED,57.26
100120915307,OX110SD,0
100120915372,OX110HB,35.52
100120915409,OX110LN,38.5
100120915439,OX119QD,33.63
100120915478,OX110LG,16.77
100120915568,SN7 7AT,31.19
100120915585,SN7 7YX,19.32
100120915610,SN7 7NP,4.12
100120915751,SN7 7JF,30.09
100120915760,SN7 7GB,33.54
100120915881,SN7 8BB,35.01
100120916057,SN7 7HB,48.28
100120916092,SN7 7EF,61.05
100120916107,SN7 7ES,32.57
100120916116,SN7 7EA,12.09
100120916164,SN7 7RN,65.54
100120916181,SN7 7BQ,36.91
100120916200,SN7 7DT,35.37
100120916352,SN7 7GB,18.03
100120916416,SN7 7LB,44.3
100120916441,SN7 7DL,44.66
100120916475,SN7 7DQ,61.35
100120916492,SN7 7SH,26.26
100120916654,SN7 7SJ,38.61
100120916721,SN7 8LT,78.81
100120916727,SN7 8NQ,86.59
100120916800,SN7 7RZ,27.32
100120916903,SN7 8ND,25.19
100120916917,SN7 8NB,55.78
100120916996,SN7 8HJ,65.54
100120917013,SN7 7AR,53.48
100120917069,SN7 7AL,25.33
100120917101,SN7 8AQ,14.15
100120917102,SN7 8AQ,11.85
100120917158,SN7 7AG,14.67
100120917271,SN7 7UQ,43.58
100120917371,SN7 7BY,40.04
100120917403,SN7 7DP,8.55
100120917417,SN7 7DP,55.59
100120917492,SN7 7DG,24.01
100120917553,SN7 7JS,16.07
100120917576,SN7 8DB,17.47
100120917649,SN7 7EH,80.05
100120917655,SN7 7EH,42.44
100120917680,SN7 7BT,24.09
100120917782,SN7 8HS,53.68
100120917828,SN7 7AS,33.02
100120917951,SN7 7YY,28.45
100120918025,SN7 7BB,22.65
100120918065,SN7 8AX,36.25
100120918108,SN7 7UN,6.08
100120918109,SN7 7UN,27.6
100120918152,SN7 7UW,12.65
100120918207,SN7 7YQ,24.2
100120918265,SN7 8EY,37.67
100120918308,SN7 7AR,32.03
100120918398,SN7 8HW,3.79
100120918407,SN7 8HW,44.66
100120918539,SN7 7EY,17.27
100120918592,SN7 7SE,14.57
100120918638,SN7 7AW,11.41
100120918654,OX2 9QJ,81.64
100120918703,OX2 9QH,0
100120918728,OX2 9HX,87.16
100120918892,OX1 5LS,52.22
100120919018,OX1 5PU,143.61
100120919128,OX2 9PS,73.81
100120919139,OX1 5PE,46.42
100120919176,OX2 9DB,26.92
100120919278,OX2 9ED,68.12
100120919291,OX2 9ED,44.57
100120919309,OX2 9ED,14.04
100120919317,OX2 9ED,54.47
100120919351,OX2 9EA,33.07
100120919384,OX2 9NP,62.26
100120919427,OX1 5NF,40.28
100120919436,OX1 5NF,50.5
100120919469,OX2 9AQ,36.03
100120919475,OX2 9AJ,0
100120919495,OX2 9AJ,37.17
100120919679,OX2 9HY,96.7
100120919752,OX2 9JP,23.35
100120919756,OX2 9JP,0
100120919848,OX2 9SY,74.12
100120919893,OX2 9NS,9.85
100120919961,OX1 5JR,37.17
100120920010,OX2 9SZ,49.33
100120920060,OX2 9BN,12.53
100120920078,OX2 9BW,42.17
100120920093,OX2 9BW,43.19
100120920101,OX2 9BW,16.16
100120920142,OX2 9JZ,5.39
100120920143,OX2 9JZ,0
100120920153,OX2 9BZ,0
100120920172,OX2 9HA,35.35
100120920174,OX2 9BP,79.1
100120920290,OX2 9BJ,66.51
100120920531,OX2 9HY,125.3
100120920576,OX2 9QD,68.5
100120920582,OX1 5JT,32.26
100120920626,OX2 9JQ,116.46
100120920653,OX2 9HQ,13
100120920718,OX2 9HN,19.22
100120920723,OX2 9HN,33.63
100120920731,OX2 9HJ,38.13
100120920758,OX2 9HL,28.65
100120920938,OX1 5LH,82.31
100120920942,OX1 5PG,87.63
100120921081,OX2 9QL,227.61
100120921099,OX1 5RJ,42.17
100120921134,OX2 9EG,27.08
100120921135,OX2 9EQ,13.04
100120921173,OX1 5RU,42.07
100120921174,OX1 5RU,47.78
100120921180,OX1 5RT,38.01
100120921244,OX1 5AS,139.83
100120921257,OX1 5AS,40.18
100120921276,OX2 9DZ,5.39
100120921280,OX2 9DZ,22.57
100120921313,OX2 9NY,55.34
100120921324,OX2 9NY,38.85
100120921372,OX2 9PA,82.96
100120921387,OX2 9NZ,32.03
100120921397,OX2 9PA,49.6
100120921436,OX1 5QU,44.43
100120921462,OX1 5QX,0
100120921487,OX1 5QS,80.92
100120921510,OX2 9AH,0
100120921519,OX2 9AE,95.16
100120921589,OX2 9BH,50.02
100120921658,OX2 9PU,76.18
100120921745,OX2 9BL,63.03
100120921816,OX2 9DP,35.71
100120921818,OX2 9RG,103.36
100120921830,OX2 9PG,0
100120921860,OX2 9PY,53.48
100120921909,OX2 9BU,99.86
100120921944,OX2 9DD,38.48
100120921965,OX2 9DQ,50.18
100120922092,OX1 5AL,27.67
100120922223,OX1 5QS,73.78
100120922349,OX2 9DJ,17.7
100120922411,OX1 5QJ,29.16
100120922435,OX2 9QT,85.26
100120922494,OX1 5LX,45.24
100120922507,OX1 5LX,27.9
100120922512,OX1 5LX,22.86
100120922592,OX2 9LN,40.06
100120922605,OX2 9LN,46.42
100120922755,OX2 9AG,0
100120922765,OX2 9AE,12.09
100120922767,OX2 9AE,4.12
100120922793,OX1 5PT,54.61
100120922806,OX1 5PU,44.06
100120922823,OX2 0FG,49.49
100120922926,OX2 9BA,70.37
100120922935,OX2 9EJ,51.06
100120923051,OX1 5RJ,56.06
100120923189,OX2 9RL,51.21
100120923195,OX2 9QB,20.6
100120923251,OX2 9TD,19.03
100120923291,OX2 9JQ,54.47
100120923458,OX1 5LP,34.22
100120923480,OX2 9AA,62.39
100120923576,OX2 9FE,13.35
100120923599,OX2 9BD,56.05
100120923637,OX2 0JY,5
100120923661,SN6 8SQ,0
100120923734,SN6 8TN,55.48
100120923785,SN6 8EN,43.95
100120923857,SN6 8EQ,64.43
100120923894,SN6 8ED,54.36
100120923914,SN6 8BW,50.27
100120923927,SN6 8BN,44.3
100120924071,SN6 8BB,87.65
100120924118,SN6 8EA,41.12
100120924128,SN6 8EA,23.78
100120924208,SN6 8BW,41.05
100120924222,SN6 8DS,37.13
100120924311,SN6 8TJ,67.47
100120924406,SN6 8SD,44.96
100120924407,SN6 8SD,45.29
100120924431,SN6 8SJ,82.6
100120924490,SN6 8TW,30.03
100120924603,SN6 8TD,11.05
100120924717,SN6 8BE,80.75
100120924760,SN6 8SX,38.01
100120924778,SN6 8TW,57.51
100120924896,SN6 8ED,26.01
100120924911,SN6 8AR,36.26
100120924924,SN6 8AR,18.87
100120925038,OX129HW,37.5
100120925087,OX120NB,42.56
100120925100,OX120NB,60.13
100120925158,OX127EP,68.05
100120925185,OX129HP,5.1
100120925267,OX127EE,70.12
100120925294,OX129AZ,51.38
100120925303,OX129AZ,87.04
100120925379,OX129EU,64.4
100120925383,OX129HA,72.21
100120925396,OX129EX,20.26
100120925601,OX129SU,28.03
100120925663,OX128HS,53.76
100120925690,OX128EW,16.16
100120925723,OX129UU,36.78
100120925784,OX128FH,64.47
100120925833,OX127EL,48.68
100120925835,OX127EL,30.9
100120925902,OX120LN,36.07
100120926052,OX120NN,28.24
100120926095,OX120QW,47.14
100120926193,OX128JH,81.77
100120926234,OX127DW,0
100120926273,OX129DH,22.68
100120926305,OX129HE,61.76
100120926386,OX129EY,72.09
100120926546,OX120BD,49.79
100120926631,OX129SB,45.56
100120926735,OX128HN,69.34
100120926739,OX128HN,55.24
100120926762,OX128HN,18.12
100120926799,OX127AQ,37.5
100120926827,OX127BX,29.17
100120926851,OX127AG,0
100120926863,OX127DZ,39.98
100120926904,OX129EE,43.96
100120927012,OX127AW,71.59
100120927055,OX127DJ,69.66
100120927063,OX127DG,101.17
100120927068,OX127DJ,74.36
100120927197,OX127NQ,0
100120927290,OX127AT,26.18
100120927316,OX127AX,62.31
100120927318,OX127AT,65.48
100120927396,OX129YB,45.29
100120927406,OX129RU,9.85
100120927415,OX129RP,42.1
100120927531,OX127AJ,27.01
100120927599,OX129JF,55.24
100120927626,OX128HE,38.09
100120927782,OX120BH,25.09
100120927793,OX127NB,22.03
100120927893,OX129XW,47.03
100120927901,OX129XW,12.81
100120927934,OX120QQ,33.82
100120927935,OX120QQ,31.84
100120927952,OX120QG,33.5
100120928042,OX127PU,34.8
100120928072,OX127NB,41.26
100120928106,OX127ND,30.01
100120928130,OX127ND,63.98
100120928216,OX127JA,0
100120928219,OX127JA,35.75
100120928258,OX129FU,32.66
100120928290,OX129AT,23.71
100120928362,OX129NY,18.79
100120928435,OX120ER,87.24
100120928507,OX120AT,64.78
100120928555,OX127PN,72.74
100120928603,OX127FD,60.02
100120928651,OX127LD,59.11
100120928682,OX120EP,49.03
100120928709,OX128DY,67.47
100120928730,OX128ED,25.82
100120928768,OX128HS,65.32
100120928801,OX128EG,4.47
100120928860,OX127EG,38.85
100120928861,OX127EQ,38.85
100120928954,OX128AY,0
100120928963,OX120QB,59.38
100120929181,OX129YF,0
100120929183,OX129YF,33.25
100120929262,OX120PT,43.2
100120929334,OX129XP,5.1
100120929348,OX129XP,38.91
100120929373,OX127PT,26.41
100120929389,OX120AA,52.65
100120929405,OX120AF,21.03
100120929449,OX120NX,24.71
100120929452,OX120NX,33.54
100120929462,OX120NX,24.2
100120929531,OX128EY,70.2
100120929573,OX128EZ,28.65
100120929580,OX128EZ,63.15
100120929607,OX127NE,69.66
100120929627,OX129EY,29.08
100120929664,OX127PP,0
100120929844,OX129HH,54.04
100120929854,OX129HH,55.59
100120929951,OX129BH,63.03
100120929957,OX129HL,79.2
100120929979,OX127DD,0
100120930029,OX120JN,17.73
100120930055,OX127HJ,32.03
100120930200,OX128EH,35.79
100120930216,OX129HF,33.25
100120930219,OX129HE,1
100120930269,OX127EG,38.65
100120930346,OX127DF,0
100120930426,OX120QY,36.41
100120930431,OX120QY,20.4
100120930497,OX129DN,15.04
100120930498,OX129XS,0
100120930519,OX129XT,48.29
100120930743,OX127EN,65.39
100120930954,OX129EN,36.07
100120931158,OX120DF,28.08
100120931173,OX120DF,56.24
100120931175,OX120DF,60.66
100120931182,OX120PT,80.64
100120931286,OX135QL,0
100120931353,OX135LF,5.1
100120931499,OX144PB,48.12
100120931629,OX145RJ,0
100120931648,OX145RJ,0
100120931800,OX135BH,71.59
100120931844,OX141BB,94.23
100120931876,OX143BG,26.93
100120931932,OX135HR,41.79
100120932104,OX142JW,50.65
100120932110,OX135NX,67.08
100120932152,OX136JU,100.04
100120932214,OX144PD,61.63
100120932236,OX135LW,53.16
100120932246,OX135LN,26.09
100120932486,OX145UB,4.25
100120932600,OX142JF,37.96
100120932660,OX143PP,16.65
100120932738,OX136QG,321.75
100120932745,OX136SD,94.9
100120933214,OX110DT,0
100120933269,OX110EZ,52.72
100120933282,OX110EX,49.03
100120933415,OX116DH,37.12
100120933417,OX110DP,0
100120933512,OX110HR,35.82
100120933582,OX110RX,0
100120933588,OX119FF,20.26
100120933604,OX119PB,25.5
100120933618,OX119PD,68.14
100120933683,OX119JA,19.01
100120933861,OX119PX,65.79
100120934091,OX119HW,110.25
100120934116,SN7 7RA,52.56
100120934228,SN7 7QA,124.13
100120934497,SN7 8RN,43.58
100120934531,SN7 8NQ,81.91
100120934536,SN7 7RP,48.32
100120934686,SN7 8SW,43.06
100120934765,SN7 8DT,206.81
100120934843,SN7 7NT,58.85
100120935047,OX2 9NJ,0
100120935084,OX2 9TA,23.61
100120935089,OX2 9TA,0
100120935150,OX1 5DS,89.77
100120935154,OX1 5DR,45.63
100120935217,OX1 5DJ,107
100120935229,OX2 9AS,27.9
100120935264,OX1 5BE,61.32
100120935298,OX2 9PR,48.86
100120935363,OX1 5DZ,157.75
100120935365,OX1 5DX,166.8
100120935412,OX2 9NG,13.04
100120935500,OX2 0LJ,10.3
100120935507,OX2 9AY,77.23
100120935514,OX2 9JF,72.89
100120935590,OX2 9AU,0
100120935685,SN6 8AF,7.28
100120935719,SN6 8FL,498.29
100120935800,SN6 8HZ,46.63
100120936090,OX120LL,75.19
100120936217,OX129UE,39.84
100120936265,OX128RT,11.41
100120936343,OX129UG,36.51
100120936348,OX128JY,32.71
100120936448,OX129JJ,45.72
100120936576,OX127JY,18.03
100120936781,OX128RJ,58.71
100120936810,OX129AP,30.54
100120936870,OX128LG,57.72
100120936927,OX128JL,46.11
100120936941,OX129TX,52.86
100120937102,OX129RX,46.41
100120937166,OX129PT,88.62
100120937184,OX128EX,40.01
100120937205,OX128EU,4.12
100120937296,OX120HQ,47.69
100120937316,OX128RG,76.95
100120937374,OX128EE,70.8
100120937376,OX128EE,64.37
100120937452,OX129PL,69.61
100120937538,OX120LF,21.39
100120937554,OX120FJ,101.16
100121308772,OX1 5PG,58.44
100121308775,OX1 5PY,59.22
100121308776,OX1 5PY,75.34
100121308929,OX1 5DG,111.26
100121308930,OX1 5DJ,96.8
100121309012,OX1 5DN,1.43
100121309071,OX1 5DD,42.12
100121309149,OX116DN,154.99
100121309220,OX110EN,16.41
100121309301,OX110DZ,65.02
100121309347,OX110LU,0
100121309353,OX110EH,40.51
100121309377,OX119HB,0
100121309515,OX119QB,94.81
100121309599,OX120AP,54.1
100121309634,OX120BX,63.8
100121309684,OX120DD,39.23
100121309749,OX120NJ,45.82
100121309797,OX120NP,84.99
100121309850,OX120QD,37.59
100121309956,OX120QN,23.03
100121309962,OX120QJ,34.55
100121309972,OX120DB,37.84
100121309987,OX120DA,20.13
100121310013,OX120JG,74.87
100121310105,OX120QA,18.39
100121310285,OX127JE,17.01
100121310388,OX127EN,35.37
100121310412,OX127JJ,33.39
100121310472,OX127AJ,37.66
100121310550,OX127JZ,37.01
100121310557,OX127LB,0
100121310643,OX128AR,8
100121310740,OX128LS,54.8
100121310762,OX128AL,6.41
100121310781,OX128PS,9.06
100121310787,OX128PS,50.14
100121310844,OX128AT,9.06
100121311154,OX129TU,28.65
100121311464,OX135BB,24.03
100121311486,OX135JY,55.05
100121311544,OX135HH,47.19
100121311556,OX135QF,21.48
100121311557,OX135QF,0
100121311578,OX135BP,58.24
100121311595,OX135QN,9.49
100121311616,OX135QL,392.12
100121311628,OX135HB,347.76
100121311711,OX135LJ,86.52
100121311979,OX136AB,176.03
100121312091,OX141AJ,33.17
100121312098,OX141AJ,12.05
100121312104,OX141AJ,38.03
100121312109,OX141AL,13.35
100121312299,OX141TN,33.55
100121312391,OX142LL,85.41
100121312395,OX142JU,62.45
100121312459,OX142JX,66.33
100121312552,OX142LB,26.09
100121312571,OX142SB,0
100121312787,OX143AU,27.08
100121312812,OX143HA,17.89
100121312844,OX143QX,14.87
100121313210,OX144BH,24.17
100121313248,OX144PF,52.9
100121313365,OX144XB,59.83
100121313505,OX145DS,23.71
100121313596,OX145ET,0
100121313668,OX145AU,47.65
100121313672,OX145DS,14.27
100121313689,OX145BF,19.32
100121313717,OX2 0JR,13.35
100121313724,OX2 8QL,0
100121313854,OX2 9TA,49.84
100121313886,OX2 9NG,20.26
100121313888,OX2 9NG,29.69
100121314047,SN6 8AG,0
100121314094,SN6 8AX,42.39
100121314121,SN6 8FL,498.29
100121314126,SN6 8LX,0
100121314168,SN6 8TP,36.89
100121314275,SN7 7FJ,0.52
100121314597,SN7 7AD,18.87
100121314609,SN7 7BX,70.37
100121314798,SN7 8DS,0
100121363937,OX143RY,12.73
100121364360,OX127AB,14.87
100121364449,OX128DH,25.62
100121391223,OX129JR,4.24
200001115755,OX136QQ,319.47
200001115769,OX145EH,35.14
200001622569,OX129JG,38.96
200001622579,OX129JG,0
200001660383,OX128JX,77.86
200001717783,SN7 8JG,111.56
200001717789,SN7 8JL,381.22
200001806394,OX144DR,33.55
200001853448,SN7 8RD,458.66
200001896756,OX1 5DG,46.11
200002099143,SN7 8RR,34.38
200002405817,OX110LX,30.6
200002889821,OX110DZ,32.54
200002899508,SN6 8SB,7.62
10014020677,SN7 8EA,245.32
10014020680,SN7 7TE,41.06
10014020847,OX119NJ,50.27
10014020925,OX141BQ,42.5
10014021009,OX143PE,17.09
10014021020,SN6 8NE,68.44
10014021034,OX127PS,35.71
10014021041,OX136NW,57.47
10014021100,OX142JE,45.29
10014021123,OX136PE,47.72
10014021159,OX136RY,61.42
10014021219,OX142LE,9.9
10014021247,OX144JD,56.94
10014021279,OX110PE,71.33
10014021300,OX141NQ,78.32
10014021311,OX127LG,27.79
10014021401,OX1 5RZ,38.13
10014021542,OX143YQ,86.24
10014021589,OX2 9LF,70.83
10014021605,OX128BB,56.63
10014021655,OX2 9HY,36.37
10014021699,OX142HZ,63.8
10014021706,OX128JJ,30.82
10014021719,OX145TH,39.23
10014021728,OX136PL,69.05
10014021762,OX136RE,71.61
10014021807,OX120DD,62.63
10014021908,OX141BP,29.16
10014022109,OX142NY,31.41
10014022115,OX141EB,14.87
10014022137,OX120QL,19.86
10014022159,OX129SS,118.19
10014022211,OX145RW,53.03
10014022446,OX135EP,33.97
10014022452,OX129RD,28.01
10014022484,OX143SY,34.22
10014022550,SN7 7FB,44.43
10014022575,OX142EL,27.03
10014022591,OX135JY,105.16
10014022628,OX2 9LP,26.26
10014022691,OX129HD,24.17
10014022946,OX142NJ,20.62
10014022957,SN7 7SG,28.65
10014022972,OX120DS,38.61
10014023000,OX135BB,78.8
10014023088,OX144HP,33.03
10014023093,OX135JS,23.27
10014023119,SN7 7SR,58.33
10014023201,SN7 8NY,262.88
10014023205,OX129NY,15.27
10014023242,OX2 9RD,58.16
10014023251,OX1 5PJ,63.8
10014023428,OX129QB,62.65
10014023445,OX141RX,316.68
10014023529,OX128FS,14.32
10014023562,OX110DF,101.87
10014023566,SN7 8NY,104
10014023744,OX2 9LB,38.03
10014023780,SN7 8FX,172.53
10014023781,OX120DJ,328.11
10014023802,OX144AX,66.09
10014023815,OX144GZ,29.74
10014023835,OX129UT,68.02
10014023999,OX135LS,95.62
10014024055,OX2 8QB,0
10014024105,OX129LJ,0
10014024167,OX127PZ,13.04
10014024196,OX145EH,30.09
10014024341,OX129LT,72.06
10014024399,SN7 7SR,65.54
10014024405,SN7 8QH,90.59
10014024420,OX2 8QJ,41.35
10014024486,OX136JH,79.27
10014024520,OX2 9JN,0
10014024956,OX119PZ,23.09
10014024972,OX143BA,55.34
10014024995,OX143AY,0
10014025012,OX142JE,0
10014025021,OX128QN,156.85
10014025179,OX145HZ,30.49
10014025182,OX128QF,7.28
10014025226,SN6 8JG,40.33
10014025248,OX119PZ,58.1
10014025366,SN6 7PR,78.55
10014025385,OX110ST,0
10014025394,OX2 9JA,82.84
10014025395,OX128RN,5.83
10014025462,OX145JA,65.08
10014025507,OX144RP,0
10014025516,OX135JH,98.04
10014025538,OX145FQ,31.41
10014025590,OX145JL,67.5
10014025591,OX145HZ,35
10014025644,OX145FQ,55.16
10014025757,OX1 5DD,135.48
10014025790,OX145DG,13.04
10014025897,OX135QJ,0
10014025972,OX2 0LY,70.06
10014025976,OX2 0LU,32.03
10014026003,SN7 7QR,44.03
10014026067,OX2 0LY,31.41
10014026085,OX2 0FL,58.92
10014026114,OX128LB,15.14
